Category	pathway	celltype	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	Mono_NonClassical	2.10606124426098e-5	0.00749942540240367	-0.664037830658424	-2.24332318818815	0	26	EPSTI1 IFIT3 IFI27 DDX60L IFIT2 MX2 IFI6 OAS1 UBE2L6 PLSCR1 IRF7 ISG15 CDKN1C EIF2AK2 PARP9 GBP1
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	NK_CD16hi	2.60824204486176e-5	0.00265949731490598	-0.609492689444837	-2.38584003813476	0	44	STAT1 OAS1 IFIH1 PARP14 IFI44 IFI27 PNPT1 DDX60L OAS3 SAMD9 MX1 RSAD2 HERC6 MX2 HERC5 IRF7 EIF2AK2 UBE2L6 OAS2 JUN EPSTI1 IFI6 IFI44L TRIM22 CMPK2 PLSCR1 TRIM5
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	NK_CD56hiCD16lo	3.16155548529877e-5	0.00625192620965967	-0.830395258609642	-2.78512395498784	0	20	IFI6 IFI44L MX1 ISG15 STAT1 TRIM22 XAF1 UBE2L6 IRF7 EIF2AK2 SAMD9 OASL
vaccine_infection induced early blood transcriptomic signature	foointerferonYellow_Fever_Vaccine(2009)	Treg	1.97273677773175e-5	0.00426135920025734	-0.745357673679673	-2.62614400472968	0	33	OASL IFI6 IRF7 SAMD9L DDX60L GBP1 LGALS3BP IFI27 OAS2 UBE2L6 PARP9 FBXO6 DDX60 STAT1 MX1 EPSTI1 OAS1 PLSCR1 EIF2AK2 IFIH1 IFI44 PARP12 PARP14 XAF1
vaccine_infection induced early blood transcriptomic signature	foointerferonFlu_Exp_clus_2(2014)	CD4_Mem	3.76634938026433e-4	0.0194122264455757	-0.642940340532498	-2.1078979958363	10	18	IRF1 STAT1 LAP3 MT2A GBP4 GBP2 PARP9 GBP5 GBP1
vaccine_infection induced early blood transcriptomic signature	foointerferonFlu_Exp_clus_2(2014)	CD4_Naive	4.96475027306127e-4	0.037973974524466	-0.678510023184695	-2.04853523983538	19	16	GBP4 IRF1 MT1X STAT1 LAP3 MT2A PARP9 GBP5 GBP2
vaccine_infection induced early blood transcriptomic signature	foointerferonFlu_Exp_clus_2(2014)	CD8_Mem	2.40905805829921e-5	0.00350951584018621	-0.828540735807255	-2.66826002362261	0	20	IRF1 GBP2 LAP3 GBP5 JUN MT2A STAT1 PPP1R15A GBP1 GBP4 WARS FOSB FOS OSM NR4A3
vaccine_infection induced early blood transcriptomic signature	foointerferonFlu_Exp_clus_2(2014)	CD8_Naive	0.00524133017835789	0.308680892206269	-0.594763968628255	-1.84224294177068	205	17	GBP2 STAT1 PPP1R15A GBP1 FOS FOSB MT2A IRF1 PARP9 GBP4
vaccine_infection induced early blood transcriptomic signature	foointerferonFlu_Exp_clus_2(2014)	Mono_Classical	7.67901708581302e-5	0.0020056861293183	-0.628412872640941	-2.11955605727925	3	29	IL1B ATF3 OSM HBEGF WARS IRF1 KLF4 FOSB STAT1 GBP5 SERPING1 GBP4 FOS IFIT2 PSTPIP2 CLEC6A G0S2 PPP1R15A GBP1 FFAR2 GBP2
vaccine_infection induced early blood transcriptomic signature	foointerferonFlu_Exp_clus_2(2014)	Mono_NonClassical	1.25968381936134e-4	0.0151879347386782	-0.688148436833251	-2.13999151956418	5	19	IFIT2 GBP5 IRF1 GBP4 MT1X FOS WARS MT2A GBP2 PARP9 GBP1 PPP1R15A
vaccine_infection induced early blood transcriptomic signature	foointerferonFlu_Exp_clus_2(2014)	NK_CD16hi	2.41242883334942e-4	0.0127449841924578	-0.647545587641947	-2.07433888218879	9	20	IRF1 OSM STAT1 NR4A3 MT2A GBP4 WARS PPP1R15A FOSB JUN LAP3 FOS
vaccine_infection induced early blood transcriptomic signature	foointerferonFlu_Exp_clus_2(2014)	Treg	1.77865612648221e-4	0.0173355448898927	-0.707385338200783	-2.0683758104508	8	16	GBP2 GBP1 PARP9 STAT1 GBP4 FOSB IRF1 MT2A MT1X WARS NR4A3 GBP5
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	gated B_CD71	0.00113199487398548	0.0490832977360103	-0.659555131578791	-1.97284244003084	52	17	MX1 LAP3 PARP12 SAMD9 UBE2L6 IRF7 IFIH1 TRIM22 XAF1
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	gated Tfh	1.99302441454908e-5	0.00104346077514229	-0.77919160887527406	-2.45730306882841	0	21	IFI6 ISG15 UBE2L6 IRF7 GBP1 MX1 TRIM22 LY6E APOL6 STAT1 IFI35 XAF1 OAS1 OASL TNFSF10
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	gated Treg	1.85260661751084e-5	0.00924688868916041	-0.713614686177972	-2.32050760289603	0	24	IRF7 ISG15 MX1 IFI6 TRIM22 IFITM3 SAMD9 MX2 TREX1 PARP12 UBE2L6 EIF2AK2 IFIT5 XAF1 OAS1 ZBP1 LAP3 LY6E IFI35 OAS2
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	B_Naive	2.9448141822251e-5	0.00375744032280453	-0.752634539480822	-2.69817816224274	0	27	IFI6 ISG15 DDX60 IFI35 UBE2L6 LY6E ZBP1 MX1 STAT1 XAF1 HERC5 DDX58 IFITM3 SAMD9 IRF7 MX2 PLSCR1 EIF2AK2 IFI44L
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	CD4_Mem	4.51875282422052e-5	0.00981270251047127	-0.740007978553484	-2.98994812921608	0	39	STAT1 IFI6 IFITM3 LAP3 MX1 ISG15 EIF2AK2 XAF1 OAS3 IFI44L UBE2L6 IRF7 LY6E IFI27 PARP12 ZCCHC2 PLSCR1 TRIM22 OAS1 IFI44 HERC6 GBP1 DDX58 MX2 TREX1 OASL DDX60 IFI35 APOL6
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	CD4_Naive	2.78559291345163e-5	0.00772868006166362	-0.754118306325866	-2.86679441577554	0	38	UBE2L6 ISG15 DDX58 APOL6 HERC6 SCO2 EIF2AK2 IFI6 MX1 STAT1 LAP3 XAF1 IFI44L OAS3 IRF7 LY6E OAS1 IFI35 IFI44 IFITM3 DHX58 PLSCR1 DDX60 MX2 IFIH1 OAS2 PARP12 IFIT5 RTP4 TREX1 RSAD2 SAMD9 TRIM22
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	CD8_Mem	2.59443752594438e-5	0.00350951584018621	-0.707233409570833	-2.75965122709396	0	42	LAP3 IRF7 UBE2L6 STAT1 ZCCHC2 TRIM22 GBP1 IFI44L IFI6 IFITM3 IFI44 IFI27 MX2 APOL6 SAMD9 OAS2 ISG15 OAS1 DDX58 PLSCR1 EIF2AK2 OASL MX1 DDX60 PARP12 XAF1
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	CD8_Naive	2.78419689840466e-5	0.012129019819204	-0.708070824364786	-2.61855610243985	0	33	XAF1 HERC6 IFI6 UBE2L6 MX2 DDX58 STAT1 OAS3 PLSCR1 GBP1 IFITM3 ISG15 DDX60 IRF7 MX1 IFI44 LY6E OASL EIF2AK2 PARP12 IFI35 TRIM22
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	cDC	0.00186886471386698	0.121577226115617	-0.523192927329853	-1.83196208810372	94	31	OASL IFI44 TNFSF10 IFIH1 MX2 SAMD9 EIF2AK2 OAS3 MX1 LY6E IRF7 UBE2L6 XAF1 IFI6 TREX1 LAP3 TRIM22 IFI35 SCO2 ZCCHC2
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	DNT	8.43240025793224e-4	0.0340362337683811	-0.54935615566618	-1.8953518247124	50	33	IFITM3 DDX58 ZCCHC2 LY6E IFIT3 IFI35 IFI6 STAT1 TREX1 ISG15 MX1 HERC5 PLSCR1 IRF7 MX2 EIF2AK2 UBE2L6 XAF1 OASL TNFSF10 IFIH1 TOR1B SAMD9 LAP3
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	MAIT	1.85150897981855e-5	0.00503907151365476	-0.78551914089978	-2.47828919982663	0	22	STAT1 PLSCR1 ISG15 IFI44 APOL6 TRIM22 MX1 IFITM3 IRF7 IFI35 MX2 HERC5 LAP3 XAF1 SAMD9 LY6E EIF2AK2 IFI6
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	Mono_Classical	1.89541120946189e-5	7.22273773144145e-4	-0.687414840119465	-2.5769699685529	0	46	ATF3 OASL SAMD9 MX2 DDX58 UBE2L6 STAT1 SCO2 RSAD2 SERPING1 IFIT3 EIF2AK2 ISG15 TOR1B TREX1 IFIT2 MX1 XAF1 OAS3 IRF7 IFI35 APOL6 OAS2 GBP1 IFI44L IFIT5 LY6E TNFSF10 IFI44 PARP12 HERC5 LAP3 SIGLEC1 TRIM22
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	Mono_NonClassical	8.42424497704393e-5	0.0113614983923733	-0.640197743732327	-2.1627840722816	3	26	IFIT3 IFI27 IFIT2 TNFSF10 MX2 IFI6 OAS1 UBE2L6 SCO2 PLSCR1 IRF7 ISG15 IFI35 EIF2AK2 GBP1
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	NK_CD16hi	2.60824204486176e-5	0.00265949731490598	-0.646170465558552	-2.52941404365983	0	44	APOL6 STAT1 OAS1 IFIH1 IFI44 IFI35 IFI27 IFITM3 OAS3 IFIT5 SAMD9 ZCCHC2 MX1 RSAD2 HERC6 MX2 HERC5 IRF7 EIF2AK2 UBE2L6 OAS2 IFI6 IFI44L TRIM22 PLSCR1 TREX1 LAP3 ZBP1 PARP12 IFIT3 ISG15
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	NK_CD56hiCD16lo	3.33678134071874e-5	0.00625192620965967	-0.773711082273366	-2.7252775917593	0	24	IFI6 IFI44L MX1 ISG15 STAT1 TRIM22 XAF1 UBE2L6 IFITM3 IRF7 EIF2AK2 SAMD9 LY6E OASL
vaccine_infection induced early blood transcriptomic signature	Ginsburg_Flu(2013)	Treg	1.97421672951257e-5	0.00426135920025734	-0.700708265194669	-2.50219074185975	0	35	OASL IFI6 IRF7 GBP1 LY6E IFI27 OAS2 UBE2L6 DDX60 STAT1 MX1 OAS1 APOL6 PLSCR1 IFI35 IFITM3 EIF2AK2 IFIH1 IFI44 ZBP1 PARP12 XAF1 ZCCHC2 MX2 ISG15 SAMD9 OAS3
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	gated B_CD71	0.0157030998605599	0.322085761230376	-0.532176439579163	-1.66589185194251	731	20	TRIM38 PML CIITA IRF7 IRF1 CD44 B2M JAK1 PRKCD TRIM22 SP100
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	gated Tfh	0.00318325607305573	0.0575638806544244	-0.551712681575391	-1.80127738783275	159	24	IRF7 GBP1 TRIM22 B2M STAT1 SP100 CAMK2D OAS1 OASL CAMK2G TRIM25 IRF1 TRIM21
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	gated Treg	0.00142907518420222	0.0738712569373063	-0.589643399296818	-1.89712900952979	76	23	IRF7 TRIM8 CAMK2D TRIM26 TRIM22 PML SP100 GBP2 OAS1 MT2A IFNGR2 OAS2 IRF1 IRF3 CAMK2G
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	B_Naive	0.00630112087246289	0.100776300834688	-0.464992016579578	-1.72489107286722	207	31	IRF1 B2M ICAM1 STAT1 PML TRIM25 IRF7 PRKCD IFNGR1 CD44
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	CD4_Mem	0.0298570582762412	0.282457249724441	-0.385215606140824	-1.50519443397832	705	34	IRF1 STAT1 MT2A JAK1 OAS3 IRF7 GBP2 B2M TRIM22 OAS1 TRIM38 GBP1 IRF2 CD44
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	CD4_Naive	0.0324011099624572	0.444305728243823	-0.412487104660786	-1.50116929225162	1190	32	IRF1 B2M TRIM26 STAT1 MT2A OAS3 IRF7 OAS1 GBP2 SP100 OAS2 TRIM5 TRIM22 TRIM21 GBP1 IRF9 CD44 IRF8 TRIM8
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	CD8_Mem	5.05957651344582e-5	0.00477133397267982	-0.580227177090808	-2.16844047153904	1	35	IRF1 IRF3 IRF4 GBP2 IRF7 JAK1 MT2A STAT1 TRIM22 GBP1 JAK2 OAS2 IRF9 OAS1 OASL B2M PRKCD IFNG TRIM5
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	CD8_Naive	0.00747437553241186	0.35100743211263	-0.472452211249995	-1.7034629469038	271	30	GBP2 CAMK2G STAT1 OAS3 GBP1 IRF7 TRIM25 TRIM8 OASL IRF9 B2M MT2A PML IRF1
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	MAIT	0.0122088828872158	0.469751303470018	-0.522657344946753	-1.66784163253387	659	23	STAT1 GBP2 TRIM22 IRF7 ICAM1 B2M TRIM26 CAMK2D IRF2 IRF1
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	Mono_Classical	5.71330629035023e-5	0.00163499921752544	-0.586507405398661	-2.13226150565894	2	40	CIITA IFI30 ICAM1 CD44 IRF1 OASL IRF8 STAT1 CAMK2D TRIM26 IFNGR2 B2M FCGR1B OAS3 IRF7 JAK2 OAS2 GBP1 GBP2 FCGR1A IRF2 TRIM22 JAK1 PML IRF9
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	NK_CD16hi	5.1257079884159e-5	0.00332850662497758	-0.588022481466	-2.20699953783458	1	37	IRF1 TRIM26 PML STAT1 IRF8 OAS1 B2M MT2A JAK2 OAS3 JAK1 IRF7 CAMK2D ICAM1 IFNG OAS2 IRF3 TRIM22 TRIM5 CAMK2G
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	NK_CD56hiCD16lo	0.00156416192204217	0.055527748232497	-0.595058290143919	-1.96588315307401	49	19	MT2A STAT1 TRIM22 JAK1 IRF1 B2M IRF7 OASL ICAM1
Type II IFN response (IFNg)	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	Treg	7.30171886408936e-4	0.0510933096925637	-0.562480623605931	-1.93624301329814	36	30	OASL GBP2 IRF7 GBP1 OAS2 STAT1 OAS1 IRF2 B2M SP100 IRF1 TRIM38 JAK1 MT2A IRF3 TRIM26
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	gated B_CD71	0.0300194931773879	0.407533582701993	-0.466294482416622	-1.54791610386867	1385	25	TRIM38 PML CIITA IRF7 IRF1 CD44 B2M JAK1 PRKCD TRIM22 SP100 LGALS9
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	gated Plasmablast	0.0367785445420326	0.266022371976483	-0.468131076261302	-1.5023062364458	2344	28	CCL4 MT2A CCL5 B2M IRF7 PRKCD EPRS IRF9 GBP5 STAT1 SP100 TRIM26
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	gated Treg	0.0184522826904382	0.271903313967489	-0.457769851803979	-1.58860041365551	1005	31	IRF7 TRIM8 CAMK2D TRIM26 TRIM22 PML GBP5 SP100 GBP2 OAS1 EPRS MT2A SYNCRIP IFNGR2 OAS2 IRF1 IRF3 CAMK2G
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	B_Naive	0.00229870378647596	0.0498782234303593	-0.458426038777786	-1.79801851235526	71	39	IRF1 GBP5 B2M ICAM1 STAT1 PML TRIM25 LGALS9 IRF7 PRKCD EPRS IFNGR1 CD44
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	CD4_Mem	0.00580402867872994	0.103330534141316	-0.39052564312168	-1.63960622118415	118	46	IRF1 LGALS9 STAT1 MT2A JAK1 OAS3 IRF7 GBP2 GAPDH B2M TRIM22 OAS1 GBP5 TRIM38 GBP1 IRF2 CD44
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	CD4_Naive	0.0124103929957782	0.317706141868767	-0.410736988683678	-1.59785387723818	437	42	LGALS9 IRF1 B2M TRIM26 STAT1 MT2A OAS3 IRF7 OAS1 GBP5 CCL5 GBP2 SP100 OAS2 TRIM5
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	CD8_Mem	2.65174617485614e-5	0.00350951584018621	-0.558770177625368	-2.26666607422002	0	50	IRF1 IRF3 IRF4 GBP2 GBP5 IRF7 JAK1 MT2A STAT1 CCL5 LGALS9 TRIM22 GBP1 JAK2 OAS2 IRF9 OAS1 OASL B2M PRKCD IL12RB1 IFNG EPRS TRIM5
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	CD8_Naive	0.0383584784761461	0.65408979556442	-0.368930163519485	-1.44531576571008	1316	42	GBP2 CAMK2G STAT1 OAS3 GBP1 IRF7 TRIM25 TRIM8 OASL IRF9 B2M MT2A PML IRF1
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	MAIT	0.0353636014555029	0.667459321221507	-0.428477749135849	-1.49625517285303	1933	33	STAT1 GBP2 TRIM22 IRF7 ICAM1 B2M GBP5 TRIM26 IL12RB1 CAMK2D IRF2 IRF1 AIF1 EPRS
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	Mono_Classical	1.88494307471914e-5	7.22273773144145e-4	-0.542226928633695	-2.10928617027823	0	55	AIF1 CIITA IFI30 ICAM1 CD44 IRF1 OASL IRF8 STAT1 CAMK2D TRIM26 GBP5 IFNGR2 B2M FCGR1B CCL3 CD58 CCL4 OAS3 IRF7 JAK2 OAS2 GBP1 GBP2 FCGR1A IRF2 SYNCRIP TRIM22 JAK1 PML IRF9
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	NK_CD16hi	2.67472650921443e-5	0.00265949731490598	-0.560467461357354	-2.28594869309862	0	53	IRF1 XCL1 TRIM26 PML STAT1 IRF8 OAS1 CCL4 CCL5 B2M MT2A JAK2 OAS3 JAK1 IRF7 CAMK2D ICAM1 IFNG OAS2 IRF3 CCL4L2 TRIM22 TRIM5 CAMK2G SYNCRIP
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	NK_CD56hiCD16lo	0.00518408802369869	0.120022907505198	-0.472500122026659	-1.7479684260664199	146	29	MT2A STAT1 TRIM22 JAK1 IRF1 B2M IRF7 IL12RB1 OASL
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	NK_CD56loCD16lo	0.0432259747033512	0.356573880514908	-0.381168513783178	-1.45203526456098	1325	35	CCL5 IRF1 CD44 CAMK2D IFNG B2M SYNCRIP GBP2 CD58 IL12RB1
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	Platelets	0.0111509710710941	0.0519570608602427	-0.526037934978121	-1.7021252795938	630	20	IRF1 STAT1 RPL13A TRIM22 SP100 MT2A CCL4 AIF1 B2M
Type II IFN response (IFNg)	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	Treg	9.66069280968435e-4	0.0609607903056037	-0.506386265970707	-1.86627588244298	48	40	OASL GBP2 IRF7 GBP1 OAS2 STAT1 OAS1 IRF2 B2M SP100 LGALS9 CD58 IRF1 EPRS TRIM38 JAK1 MT2A IRF3 TRIM26
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	gated B_CD71	0.00475501796827066	0.158598137772474	-0.484603350350733	-1.74990988316351	216	35	NUB1 TRIM38 PML BST2 CIITA IRF7 IFITM1 IRF1 CD44 B2M JAK1 PRKCD TRIM22 SP100 C19orf66 KYNU LGALS9
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	gated Plasmablast	0.0425341184834856	0.283060749011954	-0.44465761992985	-1.47162379185573	2751	32	CCL4 MT2A CCL5 B2M IRF7 PRKCD EPRS IRF9 GBP5 STAT1 SP100 TRIM26
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	gated Tfh	0.0293210183729124	0.226466078575838	-0.39871130044071	-1.4907927156404	1472	42	IFITM1 BST2 IRF7 GBP1 TRIM22 B2M STAT1 SP100 CAMK2D OAS1
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	gated Treg	0.0106464154645543	0.208887473001172	-0.44180922399854	-1.62607601351494	585	40	IRF7 TRIM8 CAMK2D TRIM26 TRIM22 IFITM3 PML GBP5 SP100 IFITM1 GBP2 OAS1 BST2 EPRS MT2A SYNCRIP IFNGR2 OAS2 IRF1 IRF3 NUB1 CAMK2G
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	B_Mem	0.0159778986642363	0.247390448174649	-0.424466890669763	-1.5886646798529	560	34	IFITM1 CCL5 B2M IFITM2 C19orf66 CD58 IRF7 BST2 STAT1 TRIM22 TRIM38 PML GAPDH EPRS JAK2
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	B_Naive	1.01498798930879e-4	0.00444548508469836	-0.494377099161833	-2.04385820154843	2	49	IRF1 GBP5 B2M CALCOCO2 ICAM1 STAT1 PML TRIM25 LGALS9 IFITM1 IFITM3 IRF7 PRKCD C19orf66 EPRS IFNGR1 CD44 BST2
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	CD4_Mem	1.0664960273023e-4	0.00981270251047127	-0.478094857014232	-2.09117522468265	1	55	IRF1 LGALS9 STAT1 IFITM3 MT2A JAK1 BST2 CALCOCO2 OAS3 NUB1 IRF7 GBP2 IFITM1 IFITM2 GAPDH B2M TRIM22 OAS1 GBP5 TRIM38 GBP1 C19orf66 IRF2 CD44
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	CD4_Naive	0.00158074997804514	0.0924583761668363	-0.442292634705624	-1.79771958223684	53	51	LGALS9 IRF1 CALCOCO2 BST2 B2M TRIM26 STAT1 MT2A OAS3 IRF7 NUB1 OAS1 IFITM3 GBP5 CCL5 GBP2 SP100
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	CD8_Mem	2.73328595637676e-5	0.00350951584018621	-0.522245920279654	-2.21369230540162	0	61	IRF1 IRF3 GBP2 GBP5 IRF7 JAK1 MT2A STAT1 CCL5 LGALS9 TRIM22 GBP1 JAK2 IFITM3 OAS2 IRF9 OAS1 OASL B2M DNAJA3 BST2 IFITM1 PRKCD IL12RB1 IFNG EPRS TRIM5 GCH1
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	CD8_Naive	0.00208377374445082	0.211966814932418	-0.42349767628799	-1.73964538893732	68	52	GBP2 CAMK2G STAT1 BST2 OAS3 GBP1 IFITM3 GCH1 IFITM1 IRF7 TRIM25 TRIM8 OASL IRF9 B2M MT2A PML IRF1 C19orf66 IFITM2 TRIM22
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	DNT	0.0430781091890329	0.44813032238299	-0.382807619808092	-1.43413172317313	2681	48	IFITM3 IFITM1 B2M TRIM38 IFITM2 STAT1 IRF1 IRF9 IRF7 TRIM26 NUB1
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	Granulocytes	0.00910284463894967	0.10898127887187	-0.504008952757629	-1.71338147637361	415	27	CCL5 BST2 CCL4 IFITM1 B2M SP100 IFITM3 IFITM2 GBP5 IRF1
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	MAIT	4.70315835172389e-4	0.076003038963858	-0.520982075667725	-1.93219268300497	25	43	STAT1 IL23R GBP2 TRIM22 IFITM3 C19orf66 IRF7 BST2 ICAM1 B2M GBP5 IFITM1 TRIM26 IL12RB1 CAMK2D IRF2 IRF1 SEC61A1 CALCOCO2 GCH1 AIF1
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	Mono_Classical	1.86067281929146e-5	7.22273773144145e-4	-0.541223592855478	-2.21107378992144	0	70	CD86 AIF1 CIITA CXCL16 IFI30 GCH1 ICAM1 CD44 IRF1 OASL IRF8 STAT1 CAMK2D TRIM26 GBP5 IFNGR2 BST2 B2M FCGR1B CCL3 CD58 CCL4 OAS3 IRF7 JAK2 OAS2 GBP1 GBP2 FCGR1A IFITM1 IRF2 SYNCRIP TRIM22 JAK1 PML IRF9 C19orf66
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	NK_CD16hi	2.75095595719513e-5	0.00265949731490598	-0.587193541489556	-2.48482034590003	0	63	XCL2 IRF1 XCL1 TRIM26 CALCOCO2 PML STAT1 IRF8 OAS1 IFITM3 CCL4 CCL5 B2M MT2A GCH1 JAK2 OAS3 JAK1 IRF7 CAMK2D ICAM1 IFNG OAS2 IFITM1 IRF3 CCL4L2 TRIM22 IFITM2 TRIM5 CAMK2G SYNCRIP
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	NK_CD56hiCD16lo	3.77672029609487e-5	0.00625192620965967	-0.570080080998059	-2.24688568036884	0	37	MT2A BST2 IFITM1 STAT1 TRIM22 JAK1 IRF1 IFITM3 B2M IRF7 IFITM2 IL12RB1 CALCOCO2 OASL
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	Platelets	0.015097351889772	0.0663389334746473	-0.460866160784934	-1.63292623577569	869	28	IFITM1 BST2 IRF1 STAT1 RPL13A TRIM22 SP100 MT2A SEC61A1 CCL4
Type II IFN response (IFNg)	GO_RESPONSE_TO_INTERFERON_GAMMA	Treg	3.93716288042836e-5	0.007674655357635	-0.52213044297886	-2.0046281870396	1	48	OASL GBP2 NUB1 IRF7 GBP1 OAS2 STAT1 OAS1 IRF2 B2M SP100 LGALS9 CD58 IFITM3 BST2 IRF1 EPRS TRIM38 JAK1 MT2A IRF3 TRIM26 IFITM1 OAS3 TRIM8 GBP5 CALCOCO2
